기준_년_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,집객시설_수,관공서_수,은행_수,종합병원_수,일반_병원_수,약국_수,유치원_수,초등학교_수,중학교_수,고등학교_수,대학교_수,백화점_수,슈퍼마켓_수,극장_수,숙박_시설_수,공항_수,철도_역_수,버스_터미널_수,지하철_역_수,버스_정거장_수,기준_분기_코드
2020,A,골목상권,1000773,여의대방로24길,12,3,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1
2020,A,골목상권,1000774,여의대방로46길,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,2,1
2020,A,골목상권,1000775,장승배기로10길,27,1,2,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1,5,1
2020,A,골목상권,1000776,장승배기로19길,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000777,장승배기로27길,10,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,1,1
2020,A,골목상권,1000778,흑석로13길,11,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1
2020,A,골목상권,1000779,흑석로9길,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,1
2020,A,골목상권,1000780,관악로10길,8,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2020,A,골목상권,1000781,관악로14길,8,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1
2020,A,골목상권,1000782,관악로28길,17,NA,1,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000783,관악로30길,20,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,1
2020,A,골목상권,1000784,관천로15길,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2020,A,골목상권,1000785,관천로22길,12,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1
2020,A,골목상권,1000786,구암길,18,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1
2020,A,골목상권,1000787,국회단지길,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1
2020,A,골목상권,1000788,낙성대역길,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000789,난곡로24길,7,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000790,난곡로26길,9,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000791,난곡로34길,16,NA,1,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2020,A,골목상권,1000792,난곡로74길,8,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1
2020,A,골목상권,1000793,난우길,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1
2020,A,골목상권,1000794,난향길,9,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2020,A,골목상권,1000795,남부순환로142길,19,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1
2020,A,골목상권,1000796,남부순환로151길,22,1,1,NA,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1
2020,A,골목상권,1000797,남부순환로161길,16,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1
2020,A,골목상권,1000798,남부순환로172길,10,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1
2020,A,골목상권,1000799,남부순환로234길,8,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
2020,A,골목상권,1000800,남부순환로248길,23,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,1
2020,A,골목상권,1000801,남현2길,14,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1
2020,A,골목상권,1000802,남현3길,16,3,1,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000803,남현길,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000804,당곡길,13,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000805,대학14길,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000806,대학길,16,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,4,1
2020,A,골목상권,1000807,미성5길,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1
2020,A,골목상권,1000808,법원단지9길,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1
2020,A,골목상권,1000809,법원단지길,11,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
2020,A,골목상권,1000810,복은길,13,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,6,1
2020,A,골목상권,1000811,봉천로13길,6,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
2020,A,골목상권,1000812,봉천로33길,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1
2020,A,골목상권,1000813,서림7길,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,3,1
2020,A,골목상권,1000814,승방길,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000815,신림동길,14,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000816,신림로11길,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1,1
2020,A,골목상권,1000817,신림로28길,22,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,1,1
2020,A,골목상권,1000818,신림로38길,10,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
2020,A,골목상권,1000819,신림로48길,8,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1
2020,A,골목상권,1000820,신림로64길,26,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,3,1
2020,A,골목상권,1000821,신림로65길,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000822,신사로20길,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
2020,A,골목상권,1000823,신원로3길,19,2,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2,1
2020,A,골목상권,1000824,양녕로6길,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2020,A,골목상권,1000825,은천로25길,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
2020,A,골목상권,1000826,인헌길,14,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1
2020,A,골목상권,1000827,장군봉1길,26,1,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1
2020,A,골목상권,1000828,장군봉2길,8,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000829,조원로10길,13,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,1
2020,A,골목상권,1000830,조원로18길,9,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
2020,A,골목상권,1000831,조원중앙로2길,16,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,1
2020,A,골목상권,1000832,중앙길,8,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000833,청룡8길,11,NA,NA,NA,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2020,A,골목상권,1000834,청룡길,21,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2,1
2020,A,골목상권,1000835,청림3길,13,1,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
2020,A,골목상권,1000836,행운1길,12,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1,1
2020,A,골목상권,1000837,행운길,13,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1
2020,A,골목상권,1000838,호암로20길,20,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,1,1
2020,A,골목상권,1000839,호암로24길,47,1,1,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,3,1
2020,A,골목상권,1000840,양산길,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1
2020,A,골목상권,1000841,양지길,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000842,원신길,10,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1
2020,A,골목상권,1000843,소담길,6,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000844,강남대로23길,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000845,강남대로34길,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000846,강남대로8길,8,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000847,고무래로8길,32,NA,3,NA,NA,3,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,4,1
2020,A,골목상권,1000848,남부순환로317길,10,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,1
2020,A,골목상권,1000849,남부순환로325길,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,1
2020,A,골목상권,1000850,남부순환로339길,7,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000851,논현로1길,11,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1
2020,A,골목상권,1000852,논현로27길,9,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,1
2020,A,골목상권,1000853,동광로12길,9,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1
2020,A,골목상권,1000854,동광로1길,11,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1
2020,A,골목상권,1000855,동광로39길,16,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1
2020,A,골목상권,1000856,동산로10길,15,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1
2020,A,골목상권,1000857,동산로19길,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2020,A,골목상권,1000858,방배천로4안길,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000859,마방로2길,18,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,7,1
2020,A,골목상권,1000860,바우뫼로39길,6,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000861,반포대로9길,8,1,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2020,A,골목상권,1000862,방배로18길,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2020,A,골목상권,1000863,방배로35길,30,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,7,1
2020,A,골목상권,1000864,방배로42길,17,1,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1
2020,A,골목상권,1000865,사임당로17길,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000866,사평대로22길,19,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,3,1
2020,A,골목상권,1000867,사평대로26길,15,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1
2020,A,골목상권,1000869,서초대로15길,6,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000870,서초대로23길,27,2,3,NA,NA,4,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,3,1
2020,A,골목상권,1000871,서초대로25길,19,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1
2020,A,골목상권,1000872,서초대로4길,12,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1
2020,A,골목상권,1000873,서초대로64길,10,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2,1
2020,A,골목상권,1000874,서초대로8길,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1
2020,A,골목상권,1000875,신반포로45길,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000876,언남길,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000877,주흥15길,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000878,주흥길,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000879,청두곶길,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,1
2020,A,골목상권,1000880,효령로23길,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000881,효령로31길,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000882,효령로34길,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2020,A,골목상권,1000883,효령로72길,22,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA,NA,NA,3,1
2020,A,골목상권,1000884,방배중앙로21길,11,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1
2020,A,골목상권,1000885,서초중앙로8길,14,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,1
2020,A,골목상권,1000886,강남대로118길,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000887,강남대로136길,7,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1
2020,A,골목상권,1000888,강남대로140길,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000889,개포로17길,13,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1
2020,A,골목상권,1000890,개포로20길,10,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
2020,A,골목상권,1000891,개포로28길,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1
2020,A,골목상권,1000892,개포로82길,11,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000893,남부순환로365길,12,3,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1
2020,A,골목상권,1000894,논현로106길,12,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1,1
2020,A,골목상권,1000895,논현로10길,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000896,논현로115길,16,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,1
2020,A,골목상권,1000897,논현로123길,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000898,논현로139길,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000899,논현로159길,5,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000900,논현로26길,15,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,1
2020,A,골목상권,1000901,논현로28길,9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,1
2020,A,골목상권,1000902,논현로63길,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1,1
2020,A,골목상권,1000903,논현로8길,7,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000904,도곡로37길,26,NA,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,4,1
2020,A,골목상권,1000905,도산대로15길,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000906,도산대로23길,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000907,도산대로30길,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1
2020,A,골목상권,1000908,도산대로38길,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000909,도산대로50길,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000910,도산대로81길,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,1
2020,A,골목상권,1000911,도산대로89길,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000912,봉은사로109길,4,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000913,봉은사로29길,15,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,3,1
2020,A,골목상권,1000914,봉은사로43길,28,NA,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,2,1
2020,A,골목상권,1000915,봉은사로57길,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2020,A,골목상권,1000916,봉은사로68길,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000917,삼성로115길,14,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000918,삼성로147길,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2020,A,골목상권,1000919,삼성로57길,8,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000920,삼성로63길,12,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2020,A,골목상권,1000921,삼성로64길,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2020,A,골목상권,1000922,삼성로69길,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,2,1
2020,A,골목상권,1000923,삼성로75길,14,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,2,1
2020,A,골목상권,1000924,선릉로121길,11,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1
2020,A,골목상권,1000925,선릉로132길,9,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
2020,A,골목상권,1000926,선릉로133길,7,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000927,선릉로146길,16,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,2,1
2020,A,골목상권,1000928,선릉로18길,17,1,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,3,1
2020,A,골목상권,1000929,압구정로2길,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000930,언주로81길,27,1,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,4,1
2020,A,골목상권,1000931,영동대로112길,25,2,5,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,1,3,1
2020,A,골목상권,1000932,영동대로65길,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1,1
2020,A,골목상권,1000933,일원로3길,16,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,1
2020,A,골목상권,1000934,일원로9길,13,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,5,1
2020,A,골목상권,1000935,테헤란로81길,12,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000936,학동로38길,7,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1
2020,A,골목상권,1000937,학동로56길,17,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,1,NA,1
2020,A,골목상권,1000938,학동로6길,7,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000939,학동로77길,22,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1
2020,A,골목상권,1000940,거마로20길,33,2,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
2020,A,골목상권,1000941,동남로20길,34,NA,3,NA,NA,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
2020,A,골목상권,1000942,마천로51길,24,2,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1
2020,A,골목상권,1000943,백제고분로21길,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000944,백제고분로22길,37,NA,1,NA,1,7,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,4,1
2020,A,골목상권,1000945,백제고분로31길,27,NA,1,NA,NA,3,1,NA,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,2,1
2020,A,골목상권,1000946,백제고분로32길,15,1,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
2020,A,골목상권,1000947,백제고분로33길,10,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1
2020,A,골목상권,1000948,백제고분로34길,11,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1
