기준_년_코드,기준_분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,집객시설_수,관공서_수,은행_수,종합병원_수,일반_병원_수,약국_수,유치원_수,초등학교_수,중학교_수,고등학교_수,대학교_수,백화점_수,슈퍼마켓_수,극장_수,숙박_시설_수,공항_수,철도_역_수,버스_터미널_수,지하철_역_수,버스_정거장_수
2021,1,A,골목상권,2110565,홍익대,62,1,3,NA,NA,4,NA,1,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,33
2021,1,A,골목상권,2110566,경의선책거리,177,3,8,NA,NA,15,NA,2,NA,NA,18,NA,NA,NA,3,NA,NA,NA,4,47
2021,1,A,골목상권,2110567,광흥창역 6번,88,4,2,NA,NA,4,1,1,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,1,27
2021,1,A,골목상권,2110568,광흥창역 1번,89,3,2,NA,1,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,41
2021,1,A,골목상권,2110569,홍대땡땡거리,182,3,5,NA,1,14,NA,1,NA,NA,1,NA,NA,NA,4,NA,NA,NA,1,52
2021,1,A,골목상권,2110570,KB국민은행 서강지점,37,2,1,NA,NA,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
2021,1,A,골목상권,2110571,신수동주민센터,80,6,1,NA,NA,6,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,31
2021,1,A,골목상권,2110572,서강대역 1번,255,7,6,NA,1,18,1,1,1,1,26,NA,NA,NA,4,NA,NA,NA,3,63
2021,1,A,골목상권,2110573,신촌역 6번,151,3,4,NA,NA,9,NA,1,1,NA,25,NA,NA,NA,5,NA,NA,NA,2,19
2021,1,A,골목상권,2110574,서강대학교,70,3,2,NA,NA,4,NA,NA,NA,1,26,NA,NA,NA,NA,NA,NA,NA,1,14
2021,1,A,골목상권,2110575,대흥동주민센터,180,5,5,NA,NA,10,NA,1,1,NA,25,NA,NA,NA,1,NA,NA,NA,1,22
2021,1,A,골목상권,2110576,대흥역 3번,84,6,2,NA,NA,7,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,1,34
2021,1,A,골목상권,2110577,용강동주민센터,66,5,4,NA,NA,6,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,21
2021,1,A,골목상권,2110578,대흥역 2번,125,6,3,NA,NA,7,2,1,2,4,27,NA,NA,NA,NA,NA,NA,NA,1,33
2021,1,A,골목상권,2110579,마포역 4번,59,2,3,NA,1,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,23
2021,1,A,골목상권,2110580,양원초등학교,102,3,2,NA,NA,9,NA,1,NA,1,26,NA,NA,NA,1,NA,NA,NA,1,18
2021,1,A,골목상권,2110581,염리초등학교,69,6,5,NA,NA,9,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
2021,1,A,골목상권,2110582,이대역 5번,92,1,2,NA,NA,12,NA,3,NA,1,1,NA,NA,NA,2,NA,NA,NA,1,20
2021,1,A,골목상권,2110583,공덕래미안3차아파트,60,6,7,NA,NA,3,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
2021,1,A,골목상권,2110584,아현역 4번,113,2,3,NA,1,16,1,2,1,1,1,NA,NA,NA,1,NA,NA,NA,1,27
2021,1,A,골목상권,2110585,마포경찰서,77,8,6,NA,NA,8,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7
2021,1,A,골목상권,2110586,서울서부지방법원,133,10,12,NA,NA,11,1,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,23
2021,1,A,골목상권,2110587,공덕동주민센터,101,6,5,NA,NA,12,NA,3,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,28
2021,1,A,골목상권,2110588,한겨레신문사,81,4,2,NA,NA,9,NA,2,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,29
2021,1,A,골목상권,2110589,애오개역 3번,75,3,1,NA,1,10,1,2,1,2,NA,NA,1,NA,NA,NA,NA,NA,1,24
2021,1,A,골목상권,2110590,만리재,77,3,1,NA,NA,10,NA,2,NA,2,6,NA,1,NA,NA,NA,NA,NA,NA,21
2021,1,A,골목상권,2110591,충정로역 6번,93,5,2,NA,1,6,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,31
2021,1,A,골목상권,2110592,서울금융고등학교,49,4,2,NA,1,8,1,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
2021,1,A,골목상권,2110593,신월3동주민센터,68,5,2,NA,1,9,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
2021,1,A,골목상권,2110594,신월중학교,38,3,NA,NA,1,3,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
2021,1,A,골목상권,2110595,메디힐병원,95,6,3,NA,2,10,2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
2021,1,A,골목상권,2110596,서서울호수공원,58,4,NA,NA,NA,7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
2021,1,A,골목상권,2110597,신월1동주민센터,88,4,4,NA,2,16,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
2021,1,A,골목상권,2110598,신월문화체육센터,63,6,1,NA,NA,10,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
2021,1,A,골목상권,2110599,신월1파출소,81,2,1,NA,NA,15,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
2021,1,A,골목상권,2110600,신월7동주민센터,58,5,1,NA,NA,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
2021,1,A,골목상권,2110601,신월1동우편취급국,91,4,1,NA,NA,11,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
2021,1,A,골목상권,2110602,신월시영아파트중문,64,4,3,NA,1,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
2021,1,A,골목상권,2110603,지향초등학교,92,2,1,NA,NA,3,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
2021,1,A,골목상권,2110604,신월4동주민센터,64,5,2,NA,NA,12,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
2021,1,A,골목상권,2110605,목동센트럴아이파크앞,60,1,4,NA,1,7,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
2021,1,A,골목상권,2110606,신한은행 신월동지점,112,3,5,NA,1,17,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
2021,1,A,골목상권,2110607,금빛새마을금고본점,54,1,3,NA,1,9,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
2021,1,A,골목상권,2110608,신월2동주민센터,83,6,1,NA,NA,9,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
2021,1,A,골목상권,2110609,신정네거리역 2번,75,2,3,NA,1,12,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,19
2021,1,A,골목상권,2110610,계남근린공원,37,2,NA,NA,NA,5,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8
2021,1,A,골목상권,2110611,신정역 1번,48,3,1,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10
2021,1,A,골목상권,2110612,신정역 5번,132,5,5,NA,1,14,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,25
2021,1,A,골목상권,2110613,신정네거리역 4번,89,3,1,NA,NA,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18
2021,1,A,골목상권,2110614,목동로데오거리,105,1,6,1,NA,13,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,11
2021,1,A,골목상권,2110615,신서초등학교,59,5,3,NA,NA,5,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
2021,1,A,골목상권,2110616,양목초등학교,60,5,4,NA,NA,3,3,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
2021,1,A,골목상권,2110617,등촌역 4번,96,4,2,NA,1,14,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
2021,1,A,골목상권,2110618,강서고등학교,99,5,3,NA,NA,15,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
2021,1,A,골목상권,2110619,목4동주민센터,73,4,2,1,NA,13,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,9
2021,1,A,골목상권,2110620,목동보건지소,82,3,2,NA,NA,11,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
2021,1,A,골목상권,2110621,목동역 5번,103,1,10,NA,NA,12,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,15
2021,1,A,골목상권,2110622,달마을공원,100,5,3,NA,1,16,3,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,18
2021,1,A,골목상권,2110623,갈산공원,21,2,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
2021,1,A,골목상권,2110624,목동문화체육센터,29,2,NA,NA,NA,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
2021,1,A,골목상권,2110625,신정2동주민센터,92,8,5,NA,NA,8,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
2021,1,A,골목상권,2110626,양화초등학교,85,5,2,NA,1,13,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,16
2021,1,A,골목상권,2110627,신정롯데캐슬아파트,88,5,1,NA,NA,11,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
2021,1,A,골목상권,2110628,신목동역,50,3,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,22
2021,1,A,골목상권,2110629,송정역 4번,111,4,8,1,NA,9,NA,1,NA,NA,NA,NA,2,NA,NA,23,NA,NA,4,24
2021,1,A,골목상권,2110630,공항시장역 1번,140,4,7,1,NA,13,2,2,1,NA,NA,NA,2,NA,NA,23,NA,NA,4,26
2021,1,A,골목상권,2110631,방화초등학교,57,1,1,NA,NA,10,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
2021,1,A,골목상권,2110632,방화역 3번,107,1,2,NA,1,14,3,1,1,2,NA,NA,NA,NA,1,NA,NA,NA,2,28
2021,1,A,골목상권,2110633,개화산역 1번,77,1,1,NA,1,11,2,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,22
2021,1,A,골목상권,2110634,송정역 3번,96,3,4,NA,NA,7,1,1,2,NA,4,NA,NA,NA,NA,8,NA,NA,2,26
2021,1,A,골목상권,2110635,공항시장역 3번,111,2,3,NA,NA,12,2,1,1,NA,4,NA,2,NA,NA,NA,NA,NA,2,23
2021,1,A,골목상권,2110636,방화역 2번,103,1,3,NA,2,14,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,29
2021,1,A,골목상권,2110637,송정역 2번,102,1,3,NA,NA,10,1,1,1,NA,4,NA,2,NA,NA,NA,NA,NA,2,16
2021,1,A,골목상권,2110638,신방화역 2번,144,2,3,NA,2,20,4,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,40
2021,1,A,골목상권,2110639,신방화역 8번,91,1,1,NA,NA,11,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,19
2021,1,A,골목상권,2110640,방화역 1번,64,5,1,NA,NA,5,1,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,23
2021,1,A,골목상권,2110641,공항고등학교,50,1,1,NA,2,5,2,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
2021,1,A,골목상권,2110642,정곡초등학교,15,NA,NA,NA,NA,NA,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,7
2021,1,A,골목상권,2110643,강서구다솔마을,66,1,3,NA,NA,6,NA,1,1,NA,4,NA,1,NA,NA,8,NA,NA,NA,28
2021,1,A,골목상권,2110644,신광명마을,48,1,1,NA,NA,NA,NA,NA,2,3,NA,NA,1,NA,NA,NA,NA,NA,NA,29
2021,1,A,골목상권,2110645,우장산역 4번,129,2,3,1,3,18,1,3,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
2021,1,A,골목상권,2110646,푸른들청소년도서관,205,5,9,NA,2,28,6,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,33
2021,1,A,골목상권,2110647,화곡역 5번,162,4,7,NA,2,21,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,31
2021,1,A,골목상권,2110648,양천향교역 7번,118,3,6,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,36
2021,1,A,골목상권,2110649,우장산역 1번,104,2,3,1,3,15,NA,2,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,22
2021,1,A,골목상권,2110650,우장산힐스테이트,61,NA,1,NA,2,8,NA,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
2021,1,A,골목상권,2110651,화원중학교,69,1,2,NA,1,15,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
2021,1,A,골목상권,2110652,양천향교역 2번,69,2,3,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,24
2021,1,A,골목상권,2110653,화곡역 2번,171,5,6,NA,3,24,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,36
2021,1,A,골목상권,2110654,까치산역 4번,185,4,4,NA,1,28,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,23
2021,1,A,골목상권,2110655,발산역 5번,145,3,3,NA,2,20,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,30
2021,1,A,골목상권,2110656,까치산역 3번,156,4,4,NA,NA,15,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,17
2021,1,A,골목상권,2110657,양천향교역 5번,136,5,8,NA,NA,8,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,34
2021,1,A,골목상권,2110658,화곡초등학교,111,5,NA,NA,1,11,2,2,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,27
2021,1,A,골목상권,2110659,화곡역 4번,185,4,2,NA,1,21,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,55
2021,1,A,골목상권,2110660,등촌3동주민센터,156,4,5,1,2,19,2,4,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,47
2021,1,A,골목상권,2110661,강서새말어린이공원,69,5,4,NA,NA,4,1,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,15
2021,1,A,골목상권,2110662,까치산역 1번,147,3,3,NA,1,13,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,60
2021,1,A,골목상권,2110663,우장산롯데캐슬아파트앞,78,6,6,1,NA,8,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,19
2021,1,A,골목상권,2110664,강서구청옆,67,5,5,NA,NA,7,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,22
2021,1,A,골목상권,2110665,곰달래도서관,123,5,3,NA,NA,11,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,30
2021,1,A,골목상권,2110666,KC대학교,42,4,1,NA,NA,2,2,1,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,13
2021,1,A,골목상권,2110667,가양역 10번,108,1,5,NA,NA,10,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,26
2021,1,A,골목상권,2110668,화곡2동주민센터,159,4,3,NA,NA,18,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,59
2021,1,A,골목상권,2110669,화곡보람2차아파트,44,NA,4,NA,NA,5,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,16
2021,1,A,골목상권,2110670,신곡초등학교,99,3,NA,NA,NA,7,4,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,55
2021,1,A,골목상권,2110671,등촌1동주민센터,141,4,7,NA,1,18,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,1,38
2021,1,A,골목상권,2110672,백석중학교,36,3,1,NA,1,4,NA,2,1,1,8,NA,NA,NA,NA,NA,NA,NA,NA,3
2021,1,A,골목상권,2110673,뜸부기어린이공원,130,3,3,1,NA,24,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,23
2021,1,A,골목상권,2110674,강서구청가양동별관,41,2,NA,NA,NA,4,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
2021,1,A,골목상권,2110675,화곡4동주민센터,118,5,3,NA,NA,19,3,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,31
2021,1,A,골목상권,2110676,등촌역 7번,79,2,5,NA,1,10,2,2,2,1,8,NA,NA,NA,NA,NA,NA,NA,1,9
2021,1,A,골목상권,2110677,등촌역 1번,67,3,7,NA,1,8,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15
2021,1,A,골목상권,2110678,염창무학아파트,55,1,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18
2021,1,A,골목상권,2110679,염창역 2번,88,2,1,NA,2,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,20
2021,1,A,골목상권,2110680,온수역 5번(온수산업단지),39,1,1,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,11
2021,1,A,골목상권,2110681,온수역 1번,74,2,1,NA,NA,2,NA,2,1,1,10,NA,NA,NA,NA,NA,NA,NA,3,31
2021,1,A,골목상권,2110682,온수역 8번,67,1,1,NA,NA,2,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,34
2021,1,A,골목상권,2110683,오류고등학교,58,NA,NA,NA,NA,2,1,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,33
2021,1,A,골목상권,2110684,서울공연예술고등학교,59,NA,NA,NA,NA,2,1,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,33
2021,1,A,골목상권,2110685,금강수목원아파트,47,3,NA,NA,NA,NA,1,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,27
2021,1,A,골목상권,2110686,수궁동주민센터,91,3,NA,NA,NA,4,1,NA,1,4,NA,NA,1,NA,NA,NA,NA,NA,NA,47
2021,1,A,골목상권,2110687,천왕역 3번(오류2동주민센터 서울오류남초등학교),59,1,NA,NA,NA,2,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,34
2021,1,A,골목상권,2110688,오류지구대,70,2,2,NA,NA,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
2021,1,A,골목상권,2110689,오류동역 3번,124,5,4,NA,NA,11,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,36
2021,1,A,골목상권,2110690,오류2동버들시장,185,4,5,NA,1,17,4,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,2,53
2021,1,A,골목상권,2110691,개봉중학교,63,1,NA,NA,NA,5,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31
2021,1,A,골목상권,2110692,큰굴다리,98,4,2,NA,NA,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,36
2021,1,A,골목상권,2110693,오류동역 4번,69,3,2,NA,NA,6,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,8
2021,1,A,골목상권,2110694,세곡초등학교,109,5,1,NA,NA,11,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,43
2021,1,A,골목상권,2110695,개봉1동주민센터,125,8,3,NA,NA,11,NA,2,1,NA,4,NA,NA,NA,NA,NA,NA,NA,1,50
2021,1,A,골목상권,2110696,오류동역 1번,117,5,4,NA,NA,11,2,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,2,27
2021,1,A,골목상권,2110697,개봉3동주민센터,47,1,1,NA,NA,6,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,16
2021,1,A,골목상권,2110698,개웅초등학교(개웅중학교),102,4,5,NA,NA,14,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,33
2021,1,A,골목상권,2110699,덕의초등학교,63,4,1,NA,1,4,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,30
2021,1,A,골목상권,2110700,고척초등학교,110,4,3,NA,1,6,NA,2,2,NA,NA,NA,2,NA,3,NA,NA,NA,NA,39
2021,1,A,골목상권,2110701,고척동성당,79,4,1,NA,1,4,NA,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,31
2021,1,A,골목상권,2110702,개봉초등학교,90,5,5,NA,NA,13,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
2021,1,A,골목상권,2110703,개봉역,146,3,5,NA,2,16,3,1,2,1,NA,NA,9,NA,NA,NA,NA,NA,1,37
2021,1,A,골목상권,2110704,고척중학교,64,3,3,1,1,7,1,2,1,1,3,NA,7,NA,1,NA,NA,NA,NA,18
2021,1,A,골목상권,2110705,고산초등학교,69,3,4,1,1,5,NA,2,1,1,12,NA,6,NA,1,NA,NA,NA,NA,18
2021,1,A,골목상권,2110706,그라운드 고척,85,2,4,1,NA,5,NA,2,1,1,12,NA,NA,NA,2,NA,NA,NA,1,21
2021,1,A,골목상권,2110707,구로창업지원센터,68,4,2,NA,NA,5,2,1,NA,1,1,NA,2,NA,NA,NA,NA,NA,1,24
2021,1,A,골목상권,2110708,화원어린이공원,45,1,NA,NA,NA,3,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,16
2021,1,A,골목상권,2110709,구로119안전센터,64,1,2,1,1,12,1,NA,NA,NA,NA,NA,1,NA,10,NA,NA,NA,NA,16
2021,1,A,골목상권,2110710,남구로역 3번,250,6,12,1,1,29,NA,1,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,1,52
2021,1,A,골목상권,2110711,구로초등학교,115,5,6,1,1,17,NA,1,NA,NA,NA,1,1,NA,3,NA,NA,NA,NA,32
2021,1,A,골목상권,2110712,남구로역 5번,145,6,3,NA,NA,12,3,1,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,1,16
2021,1,A,골목상권,2110713,구로보건소,129,6,1,NA,1,13,NA,4,1,1,2,1,NA,NA,2,NA,NA,NA,1,40
2021,1,A,골목상권,2110714,구로4동주민센터,194,10,7,1,1,26,3,1,2,NA,NA,NA,1,NA,23,NA,NA,NA,NA,36
2021,1,A,골목상권,2110715,구로구민회관,76,5,4,NA,NA,5,NA,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,31
2021,1,A,골목상권,2110716,구로나눔길,76,4,5,1,NA,9,1,2,1,NA,NA,NA,1,NA,5,NA,NA,NA,NA,21
2021,1,A,골목상권,2110717,남구로역 2번,238,6,10,NA,NA,20,2,2,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,1,50
2021,1,A,골목상권,2110718,한국SGI본부,97,5,1,NA,1,11,NA,3,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,39
2021,1,A,골목상권,2110719,영서중학교,66,1,2,NA,NA,9,1,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,15
2021,1,A,골목상권,2110720,대림역 2번,109,1,5,NA,NA,13,1,2,2,NA,NA,NA,1,NA,1,NA,NA,NA,2,31
2021,1,A,골목상권,2110721,가리봉파출소,121,5,5,NA,1,12,NA,1,NA,1,NA,NA,NA,NA,27,NA,NA,NA,NA,31
2021,1,A,골목상권,2110722,G타워,119,7,14,NA,NA,13,NA,1,NA,1,NA,NA,NA,NA,7,NA,NA,NA,NA,32
2021,1,A,골목상권,2110723,가산디지털단지역 1번 출입구,140,NA,12,NA,NA,12,NA,1,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,2,43
2021,1,A,골목상권,2110724,금천구립가산도서관,88,4,3,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,46
2021,1,A,골목상권,2110725,가산동주민센터,135,3,2,NA,1,12,2,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,46
2021,1,A,골목상권,2110726,금천철쭉어린이공원(금하마을),16,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
2021,1,A,골목상권,2110727,독산역 1번 출입구,66,3,1,NA,NA,3,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,23
2021,1,A,골목상권,2110728,두산초등학교,72,3,2,NA,NA,6,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,26
2021,1,A,골목상권,2110729,가산동우체국,134,3,3,NA,1,16,NA,1,1,1,NA,NA,NA,NA,24,NA,NA,NA,NA,35
2021,1,A,골목상권,2110730,서울축산농협 독산역지점(독산파출소),83,1,4,NA,NA,6,NA,3,1,NA,NA,NA,NA,NA,2,NA,NA,NA,1,25
2021,1,A,골목상권,2110731,금천구청역 1번 출입구,125,5,5,1,2,14,NA,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1,37
2021,1,A,골목상권,2110732,가산초등학교(세일중학교),123,2,7,NA,3,14,1,2,1,1,NA,NA,NA,NA,4,NA,NA,NA,NA,40
2021,1,A,골목상권,2110733,금천어울림복지센터,65,3,3,1,NA,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,22
2021,1,A,골목상권,2110734,금천파출소,113,4,6,1,2,15,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,24
2021,1,A,골목상권,2110735,말미고개,97,2,4,NA,1,10,NA,2,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,25
2021,1,A,골목상권,2110736,독산119안전센터,142,5,8,NA,2,21,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,30
2021,1,A,골목상권,2110737,금천세무서,75,3,3,NA,NA,11,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,18
2021,1,A,골목상권,2110738,문성초등학교,129,5,8,NA,2,18,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30
2021,1,A,골목상권,2110739,시흥3동 우편취급국,34,2,2,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,18
2021,1,A,골목상권,2110740,금천해태공원,151,5,6,1,2,17,NA,1,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,37
2021,1,A,골목상권,2110741,독산2동주민센터,85,3,2,NA,NA,9,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,19
2021,1,A,골목상권,2110742,KT금천빌딩(금천구시설관리공단),48,2,2,NA,NA,4,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
2021,1,A,골목상권,2110743,시흥초등학교(시흥1동우체국),177,7,7,1,2,25,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,41
2021,1,A,골목상권,2110744,독산동성당,116,6,1,NA,NA,13,NA,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,39
2021,1,A,골목상권,2110745,독산동정훈단지,76,5,NA,NA,NA,6,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,30
2021,1,A,골목상권,2110746,금천금빛공원(은행나무사거리서측),138,4,5,NA,1,19,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,43
